startTime,stopTime,bike,fromStationID,toStationID,userType,gender,birthYear
2014-07-31 23:52:00,2014-08-01 00:04:00,1979,294,304,Subscriber,Male,1982.0
2014-07-31 23:52:00,2014-08-01 00:03:00,2243,69,163,Subscriber,Male,1975.0
2014-07-31 23:51:00,2014-07-31 23:57:00,784,13,87,Subscriber,Male,1972.0
2014-07-31 23:51:00,2014-08-01 00:13:00,1552,47,338,Subscriber,Female,1978.0
2014-07-31 23:51:00,2014-07-31 23:59:00,963,183,54,Subscriber,Male,1976.0
2014-07-31 23:51:00,2014-08-01 00:04:00,2626,47,134,Subscriber,Male,1986.0
2014-07-31 23:51:00,2014-07-31 23:55:00,416,318,240,Customer,,
2014-07-31 23:51:00,2014-08-01 00:07:00,1451,35,255,Customer,,
2014-07-31 23:51:00,2014-08-01 00:09:00,1593,35,255,Customer,,
2014-07-31 23:51:00,2014-07-31 23:56:00,1311,13,114,Subscriber,Male,1989.0
2014-07-31 23:50:00,2014-08-01 00:12:00,137,35,329,Subscriber,Male,1984.0
2014-07-31 23:48:00,2014-08-01 00:06:00,1222,81,320,Subscriber,Male,1994.0
2014-07-31 23:50:00,2014-08-01 00:02:00,2961,118,327,Subscriber,Male,1994.0
2014-07-31 23:50:00,2014-08-01 00:06:00,1901,288,92,Subscriber,Female,1987.0
2014-07-31 23:50:00,2014-08-01 00:06:00,2318,288,92,Subscriber,Male,1985.0
2014-07-31 23:49:00,2014-08-01 00:22:00,224,311,152,Customer,,
2014-07-31 23:49:00,2014-07-31 23:59:00,2842,229,156,Subscriber,Male,1988.0
2014-07-31 23:49:00,2014-08-01 00:18:00,2541,173,313,Customer,,
2014-07-31 23:49:00,2014-08-01 00:08:00,2827,191,273,Customer,,
2014-07-31 23:49:00,2014-08-01 00:08:00,2413,35,86,Customer,,
2014-07-31 23:48:00,2014-07-31 23:58:00,1507,69,158,Subscriber,Male,1981.0
2014-07-31 23:48:00,2014-08-01 00:08:00,142,35,224,Subscriber,Male,1977.0
2014-07-31 23:48:00,2014-08-01 00:08:00,1562,35,224,Subscriber,Male,1981.0
2014-07-31 23:47:00,2014-07-31 23:55:00,1563,292,326,Subscriber,Male,1966.0
2014-07-31 23:46:00,2014-07-31 23:58:00,1406,239,330,Subscriber,Male,1985.0
2014-07-31 23:46:00,2014-07-31 23:53:00,2199,51,195,Subscriber,Male,1997.0
2014-07-31 23:46:00,2014-08-01 00:03:00,1465,59,59,Customer,,
2014-07-31 23:46:00,2014-07-31 23:47:00,1598,304,304,Subscriber,Male,1983.0
2014-07-31 23:46:00,2014-08-01 00:03:00,2297,284,207,Subscriber,Male,1963.0
2014-07-31 23:44:00,2014-07-31 23:55:00,2911,94,337,Subscriber,Male,1985.0
2014-07-31 23:46:00,2014-08-01 01:35:00,800,255,255,Customer,,
2014-07-31 23:46:00,2014-07-31 23:57:00,2701,240,250,Subscriber,Female,1984.0
2014-07-31 23:45:00,2014-08-01 00:03:00,1221,35,59,Customer,,
2014-07-31 23:45:00,2014-08-01 00:02:00,1388,191,268,Subscriber,Male,1989.0
2014-07-31 23:44:00,2014-07-31 23:56:00,1518,241,29,Subscriber,Male,1987.0
2014-07-31 23:44:00,2014-08-01 00:02:00,390,289,304,Subscriber,Male,1989.0
2014-07-31 23:44:00,2014-07-31 23:53:00,2298,140,289,Subscriber,Male,1971.0
2014-07-31 23:44:00,2014-07-31 23:53:00,2169,69,29,Customer,,
2014-07-31 23:43:00,2014-08-01 00:03:00,1338,168,99,Customer,,
2014-07-31 23:43:00,2014-07-31 23:51:00,851,303,229,Subscriber,Male,1984.0
2014-07-31 23:43:00,2014-08-01 00:11:00,1989,183,59,Subscriber,Male,1983.0
2014-07-31 23:43:00,2014-07-31 23:54:00,1230,69,29,Customer,,
2014-07-31 23:43:00,2014-07-31 23:56:00,534,165,156,Subscriber,Female,1987.0
2014-07-31 23:43:00,2014-07-31 23:58:00,1178,72,181,Subscriber,Male,1980.0
2014-07-31 23:43:00,2014-08-01 00:00:00,1898,220,289,Customer,,
2014-07-31 23:42:00,2014-07-31 23:49:00,443,289,176,Subscriber,Female,1992.0
2014-07-31 23:42:00,2014-07-31 23:51:00,753,299,152,Subscriber,Male,1957.0
2014-07-31 23:40:00,2014-07-31 23:47:00,2551,225,349,Subscriber,Male,1990.0
2014-07-31 23:40:00,2014-07-31 23:48:00,1461,289,113,Subscriber,Female,1988.0
2014-07-31 23:40:00,2014-07-31 23:53:00,398,94,334,Subscriber,Male,1984.0
2014-07-31 23:40:00,2014-07-31 23:59:00,1132,85,85,Customer,,
2014-07-31 23:40:00,2014-07-31 23:44:00,2481,36,174,Subscriber,Male,1969.0
2014-07-31 23:40:00,2014-07-31 23:59:00,408,85,85,Subscriber,Female,1986.0
2014-07-31 23:39:00,2014-07-31 23:53:00,1718,220,225,Subscriber,Female,1990.0
2014-07-31 23:39:00,2014-08-01 00:24:00,2314,52,199,Customer,,
2014-07-31 23:35:00,2014-07-31 23:40:00,689,298,243,Subscriber,Female,1985.0
2014-07-31 23:39:00,2014-08-01 00:02:00,2945,307,24,Customer,,
2014-07-31 23:38:00,2014-08-01 00:24:00,2515,52,199,Customer,,
2014-07-31 23:38:00,2014-07-31 23:53:00,2992,313,268,Subscriber,Male,1991.0
2014-07-31 23:38:00,2014-07-31 23:49:00,883,334,228,Subscriber,Male,1979.0
2014-07-31 23:37:00,2014-07-31 23:53:00,1798,313,268,Customer,,
2014-07-31 23:37:00,2014-07-31 23:42:00,2409,191,81,Subscriber,Male,1981.0
2014-07-31 23:37:00,2014-07-31 23:52:00,2518,56,321,Customer,,
2014-07-31 23:37:00,2014-07-31 23:45:00,1716,320,282,Customer,,
2014-07-31 23:37:00,2014-07-31 23:52:00,1031,84,24,Customer,,
2014-07-31 23:36:00,2014-07-31 23:56:00,2772,140,140,Subscriber,Female,1987.0
2014-07-31 23:35:00,2014-07-31 23:45:00,2642,206,279,Subscriber,Male,1984.0
2014-07-31 23:35:00,2014-07-31 23:43:00,812,52,52,Customer,,
2014-07-31 23:35:00,2014-08-01 01:35:00,62,255,255,Customer,,
2014-07-31 23:34:00,2014-07-31 23:39:00,1228,31,74,Subscriber,Female,1987.0
2014-07-31 23:35:00,2014-07-31 23:48:00,1310,289,66,Subscriber,Male,1983.0
2014-07-31 23:35:00,2014-07-31 23:52:00,2283,84,24,Customer,,
2014-07-31 23:35:00,2014-07-31 23:51:00,1642,222,350,Subscriber,Male,1972.0
2014-07-31 23:34:00,2014-07-31 23:54:00,1511,225,245,Subscriber,Male,1973.0
2014-07-31 23:34:00,2014-07-31 23:37:00,942,25,25,Customer,,
2014-07-31 23:34:00,2014-07-31 23:55:00,1670,47,338,Subscriber,Male,1983.0
2014-07-31 23:34:00,2014-07-31 23:40:00,931,299,240,Subscriber,Female,1985.0
2014-07-31 23:34:00,2014-07-31 23:40:00,819,299,240,Subscriber,Male,1986.0
2014-07-31 23:33:00,2014-07-31 23:40:00,2440,156,152,Subscriber,Female,1990.0
2014-07-31 23:33:00,2014-07-31 23:38:00,2222,72,321,Subscriber,Male,1987.0
2014-07-31 23:33:00,2014-07-31 23:37:00,2576,94,291,Subscriber,Male,1988.0
2014-07-31 23:33:00,2014-07-31 23:35:00,324,67,302,Subscriber,Male,1983.0
2014-07-31 23:33:00,2014-07-31 23:40:00,1552,176,47,Subscriber,Male,1986.0
2014-07-31 23:32:00,2014-07-31 23:50:00,1760,94,99,Subscriber,Female,1975.0
2014-07-31 23:32:00,2014-07-31 23:36:00,469,210,61,Customer,,
2014-07-31 23:31:00,2014-07-31 23:42:00,2448,44,175,Customer,,
2014-07-31 23:31:00,2014-07-31 23:42:00,766,44,175,Customer,,
2014-07-31 23:31:00,2014-07-31 23:36:00,2906,210,61,Subscriber,Male,1987.0
2014-07-31 23:31:00,2014-07-31 23:36:00,2547,210,61,Customer,,
2014-07-31 23:31:00,2014-07-31 23:50:00,1694,26,321,Customer,,
2014-07-31 23:31:00,2014-07-31 23:41:00,3003,165,131,Customer,,
2014-07-31 23:31:00,2014-07-31 23:50:00,2182,26,321,Customer,,
2014-07-31 23:27:00,2014-07-31 23:51:00,1874,47,289,Subscriber,Male,1987.0
2014-07-31 23:29:00,2014-07-31 23:38:00,2420,334,340,Customer,,
2014-07-31 23:29:00,2014-07-31 23:48:00,2085,154,260,Customer,,
2014-07-31 23:29:00,2014-08-01 00:01:00,138,192,259,Customer,,
2014-07-31 23:28:00,2014-07-31 23:49:00,1254,262,14,Customer,,
2014-07-31 23:28:00,2014-07-31 23:46:00,168,71,141,Subscriber,Female,1985.0
2014-07-31 23:28:00,2014-07-31 23:43:00,1255,117,295,Subscriber,Male,1986.0
2014-07-31 23:28:00,2014-08-01 08:57:00,3016,61,111,Customer,,
2014-07-31 23:28:00,2014-07-31 23:42:00,2401,44,321,Customer,,
2014-07-31 23:28:00,2014-07-31 23:34:00,2711,44,33,Customer,,
2014-07-31 23:27:00,2014-07-31 23:32:00,75,44,195,Subscriber,Male,1985.0
2014-07-31 23:27:00,2014-07-31 23:33:00,805,332,299,Subscriber,Male,1986.0
2014-07-31 23:27:00,2014-07-31 23:34:00,1997,117,303,Subscriber,Female,1976.0
2014-07-31 23:27:00,2014-07-31 23:34:00,2601,69,185,Subscriber,Male,1988.0
2014-07-31 23:27:00,2014-07-31 23:32:00,513,131,257,Subscriber,Male,1970.0
2014-07-31 23:26:00,2014-07-31 23:37:00,314,117,94,Subscriber,Male,1987.0
2014-07-31 23:26:00,2014-07-31 23:30:00,3031,256,114,Subscriber,Male,1983.0
2014-07-31 23:25:00,2014-07-31 23:38:00,1812,61,61,Customer,,
2014-07-31 23:22:00,2014-07-31 23:29:00,1643,14,55,Subscriber,Male,1988.0
2014-07-31 23:25:00,2014-07-31 23:30:00,1619,303,156,Subscriber,Female,1990.0
2014-07-31 23:20:00,2014-07-31 23:39:00,976,349,305,Subscriber,Male,1984.0
2014-07-31 23:24:00,2014-07-31 23:39:00,1654,333,60,Customer,,
2014-07-31 23:24:00,2014-07-31 23:39:00,566,117,325,Subscriber,Female,1980.0
2014-07-31 23:24:00,2014-07-31 23:39:00,2718,117,325,Subscriber,Female,1985.0
2014-07-31 23:23:00,2014-07-31 23:24:00,2517,128,128,Subscriber,Male,1980.0
2014-07-31 23:21:00,2014-07-31 23:37:00,1409,289,115,Subscriber,Male,1988.0
2014-07-31 23:22:00,2014-07-31 23:30:00,586,24,197,Subscriber,Male,1987.0
2014-07-31 23:22:00,2014-07-31 23:39:00,508,243,153,Subscriber,Male,1985.0
2014-07-31 23:21:00,2014-07-31 23:41:00,1453,117,243,Subscriber,Female,1980.0
2014-07-31 23:22:00,2014-07-31 23:26:00,7,349,332,Subscriber,Male,1986.0
2014-07-31 23:21:00,2014-07-31 23:41:00,861,117,243,Subscriber,Male,1982.0
2014-07-31 23:21:00,2014-07-31 23:34:00,931,349,299,Subscriber,Female,1985.0
2014-07-31 23:21:00,2014-07-31 23:24:00,984,210,29,Subscriber,Male,1986.0
2014-07-31 23:21:00,2014-07-31 23:34:00,281,165,325,Subscriber,Male,1981.0
2014-07-31 23:20:00,2014-07-31 23:25:00,2080,282,14,Subscriber,Male,1974.0
2014-07-31 23:20:00,2014-07-31 23:41:00,1225,25,175,Subscriber,Female,1982.0
2014-07-31 23:20:00,2014-07-31 23:47:00,2119,43,62,Customer,,
2014-07-31 23:20:00,2014-07-31 23:30:00,2009,229,232,Subscriber,Male,1989.0
2014-07-31 23:20:00,2014-07-31 23:30:00,1830,229,232,Subscriber,Female,1991.0
2014-07-31 23:20:00,2014-07-31 23:44:00,2774,97,25,Customer,,
2014-07-31 23:20:00,2014-07-31 23:44:00,2776,325,300,Customer,,
2014-07-31 23:19:00,2014-07-31 23:47:00,2789,43,62,Customer,,
2014-07-31 23:19:00,2014-07-31 23:24:00,1271,298,239,Subscriber,Male,1983.0
2014-07-31 23:19:00,2014-07-31 23:30:00,1515,112,90,Subscriber,Female,1986.0
2014-07-31 23:19:00,2014-07-31 23:28:00,2235,134,15,Customer,,
2014-07-31 23:18:00,2014-07-31 23:31:00,2303,112,90,Customer,,
2014-07-31 23:18:00,2014-07-31 23:36:00,2703,153,176,Subscriber,Male,1990.0
2014-07-31 23:14:00,2014-07-31 23:25:00,1859,227,325,Subscriber,Male,1981.0
2014-07-31 23:16:00,2014-07-31 23:19:00,2118,130,69,Subscriber,Male,1988.0
2014-07-31 23:16:00,2014-07-31 23:24:00,2578,196,25,Customer,,
2014-07-31 23:16:00,2014-07-31 23:22:00,1014,17,350,Subscriber,Male,1981.0
2014-07-31 23:15:00,2014-07-31 23:26:00,3028,117,306,Subscriber,Male,1985.0
2014-07-31 23:13:00,2014-07-31 23:27:00,1985,90,48,Subscriber,Male,1962.0
2014-07-31 23:14:00,2014-07-31 23:29:00,2661,49,22,Subscriber,Male,1987.0
2014-07-31 23:14:00,2014-07-31 23:43:00,1907,138,299,Subscriber,Male,1988.0
2014-07-31 23:13:00,2014-07-31 23:26:00,2762,343,16,Subscriber,Female,1983.0
2014-07-31 23:13:00,2014-07-31 23:20:00,689,347,298,Subscriber,Female,1985.0
2014-07-31 23:12:00,2014-07-31 23:15:00,2517,183,128,Subscriber,Male,1979.0
2014-07-31 23:12:00,2014-07-31 23:36:00,1986,29,140,Subscriber,Female,1987.0
2014-07-31 23:12:00,2014-07-31 23:53:00,1596,212,255,Customer,,
2014-07-31 23:12:00,2014-07-31 23:16:00,158,134,80,Subscriber,Female,1982.0
2014-07-31 23:11:00,2014-07-31 23:30:00,172,212,72,Subscriber,Male,1982.0
2014-07-31 23:11:00,2014-07-31 23:30:00,854,43,112,Subscriber,Male,1963.0
2014-07-31 23:11:00,2014-07-31 23:33:00,942,90,25,Customer,,
2014-07-31 23:11:00,2014-07-31 23:32:00,269,239,127,Subscriber,Female,1990.0
2014-07-31 23:10:00,2014-07-31 23:36:00,176,90,25,Customer,,
2014-07-31 23:10:00,2014-07-31 23:55:00,2316,24,199,Customer,,
2014-07-31 23:09:00,2014-07-31 23:32:00,364,118,77,Subscriber,Male,1981.0
2014-07-31 23:09:00,2014-07-31 23:26:00,2196,234,250,Subscriber,Male,1987.0
2014-07-31 23:09:00,2014-07-31 23:16:00,1671,174,75,Subscriber,Male,1985.0
2014-07-31 23:09:00,2014-07-31 23:46:00,2724,183,334,Customer,,
2014-07-31 23:09:00,2014-08-01 00:33:00,2306,90,284,Customer,,
2014-07-31 23:08:00,2014-07-31 23:30:00,1031,93,84,Customer,,
2014-07-31 23:08:00,2014-07-31 23:30:00,2283,93,84,Customer,,
2014-07-31 23:08:00,2014-07-31 23:38:00,883,249,334,Subscriber,Male,1979.0
2014-07-31 23:07:00,2014-08-01 00:34:00,2890,90,284,Customer,,
2014-07-31 23:07:00,2014-07-31 23:13:00,2228,190,163,Customer,,
2014-07-31 23:07:00,2014-07-31 23:14:00,1086,80,320,Subscriber,Male,1960.0
2014-07-31 23:07:00,2014-07-31 23:13:00,2203,190,163,Customer,,
2014-07-31 23:06:00,2014-07-31 23:46:00,3022,183,334,Customer,,
2014-07-31 23:06:00,2014-07-31 23:13:00,963,61,183,Customer,,
2014-07-31 23:06:00,2014-07-31 23:18:00,1505,299,256,Customer,,
2014-07-31 23:06:00,2014-07-31 23:39:00,277,283,283,Customer,,
2014-07-31 23:06:00,2014-07-31 23:20:00,2932,52,321,Customer,,
2014-07-31 23:06:00,2014-07-31 23:20:00,1173,52,321,Customer,,
2014-07-31 23:06:00,2014-07-31 23:12:00,1310,337,289,Subscriber,Male,1987.0
2014-07-31 23:06:00,2014-07-31 23:21:00,2992,177,313,Customer,,
2014-07-31 23:05:00,2014-07-31 23:39:00,1641,283,283,Customer,,
2014-07-31 23:05:00,2014-07-31 23:20:00,728,234,300,Subscriber,Male,1988.0
2014-07-31 23:05:00,2014-07-31 23:21:00,1770,177,313,Customer,,
2014-07-31 23:05:00,2014-07-31 23:15:00,851,34,303,Customer,,
2014-07-31 23:04:00,2014-07-31 23:14:00,799,14,208,Customer,,
2014-07-31 23:03:00,2014-08-01 00:33:00,2939,90,284,Customer,,
2014-07-31 23:03:00,2014-07-31 23:07:00,2955,233,346,Subscriber,Male,1970.0
2014-07-31 23:03:00,2014-07-31 23:12:00,2426,289,324,Subscriber,Female,1988.0
2014-07-31 23:03:00,2014-07-31 23:10:00,2204,52,50,Subscriber,Male,1990.0
2014-07-31 23:03:00,2014-07-31 23:08:00,1713,283,77,Subscriber,Male,1987.0
2014-07-31 23:03:00,2014-08-01 00:33:00,1571,90,284,Customer,,
2014-07-31 23:03:00,2014-07-31 23:16:00,2049,267,328,Subscriber,Male,1977.0
2014-07-31 23:02:00,2014-07-31 23:06:00,366,60,27,Subscriber,Male,1994.0
2014-07-31 23:01:00,2014-07-31 23:11:00,68,212,195,Subscriber,Female,1982.0
2014-07-31 23:01:00,2014-07-31 23:21:00,2647,52,321,Customer,,
2014-07-31 23:01:00,2014-07-31 23:26:00,2053,94,61,Subscriber,Female,1983.0
2014-07-31 23:01:00,2014-07-31 23:05:00,1316,231,323,Subscriber,Female,1985.0
2014-07-31 23:00:00,2014-07-31 23:17:00,1692,126,303,Subscriber,Male,1982.0
2014-07-31 23:00:00,2014-07-31 23:19:00,1271,117,298,Subscriber,Male,1983.0
2014-07-31 23:00:00,2014-07-31 23:15:00,1851,282,42,Subscriber,Female,1982.0
2014-07-31 23:00:00,2014-07-31 23:15:00,1434,282,42,Subscriber,Male,1968.0
2014-07-31 23:00:00,2014-07-31 23:11:00,2243,84,69,Subscriber,Male,1985.0
2014-07-31 23:00:00,2014-07-31 23:23:00,535,153,176,Customer,,
2014-07-31 23:00:00,2014-07-31 23:06:00,2505,117,340,Subscriber,Male,1980.0
2014-07-31 23:00:00,2014-07-31 23:07:00,2324,110,46,Subscriber,Female,1984.0
2014-07-31 23:00:00,2014-07-31 23:18:00,2571,300,118,Customer,,
2014-07-31 23:00:00,2014-07-31 23:16:00,1174,226,344,Subscriber,Male,1985.0
2014-07-31 23:00:00,2014-07-31 23:03:00,2935,240,254,Subscriber,Male,1980.0
2014-07-31 22:59:00,2014-07-31 23:03:00,7,13,349,Subscriber,Male,1987.0
2014-07-31 22:59:00,2014-07-31 23:07:00,2748,110,46,Subscriber,Female,1987.0
2014-07-31 22:59:00,2014-07-31 23:32:00,2750,313,313,Subscriber,Male,1987.0
2014-07-31 22:59:00,2014-07-31 23:04:00,1444,112,21,Subscriber,Male,1980.0
2014-07-31 22:58:00,2014-07-31 23:06:00,306,327,13,Customer,,
2014-07-31 22:58:00,2014-07-31 23:29:00,2902,25,192,Customer,,
2014-07-31 22:58:00,2014-07-31 23:30:00,2067,25,192,Customer,,
2014-07-31 22:58:00,2014-07-31 23:11:00,692,347,245,Subscriber,Male,1961.0
2014-07-31 22:57:00,2014-07-31 23:01:00,2881,75,91,Subscriber,Male,1952.0
2014-07-31 22:57:00,2014-07-31 23:07:00,1891,347,312,Subscriber,Male,1958.0
2014-07-31 22:57:00,2014-07-31 23:12:00,1154,177,232,Customer,,
2014-07-31 22:57:00,2014-07-31 23:18:00,1372,300,118,Customer,,
2014-07-31 22:57:00,2014-07-31 23:09:00,137,85,35,Customer,,
2014-07-31 22:57:00,2014-07-31 23:06:00,3027,16,327,Subscriber,Male,1988.0
2014-07-31 22:56:00,2014-07-31 23:26:00,676,94,61,Customer,,
2014-07-31 22:56:00,2014-07-31 23:11:00,1916,289,219,Customer,,
2014-07-31 22:56:00,2014-07-31 23:09:00,2838,141,74,Subscriber,Male,1959.0
2014-07-31 22:56:00,2014-07-31 23:21:00,2608,35,218,Customer,,
2014-07-31 22:55:00,2014-07-31 23:11:00,2843,74,195,Subscriber,Male,1978.0
2014-07-31 22:55:00,2014-07-31 23:11:00,2094,210,29,Subscriber,Female,1987.0
2014-07-31 22:55:00,2014-07-31 23:00:00,1902,250,226,Subscriber,Female,1986.0
2014-07-31 22:55:00,2014-07-31 23:11:00,530,74,195,Customer,,
2014-07-31 22:54:00,2014-07-31 23:13:00,221,49,178,Subscriber,Male,1983.0
2014-07-31 22:54:00,2014-07-31 22:57:00,1222,37,81,Subscriber,Female,1983.0
2014-07-31 22:54:00,2014-07-31 23:06:00,372,177,303,Customer,,
2014-07-31 22:54:00,2014-07-31 23:00:00,1696,94,94,Subscriber,Female,1983.0
2014-07-31 22:54:00,2014-07-31 23:08:00,417,212,126,Subscriber,Female,1992.0
2014-07-31 22:53:00,2014-07-31 23:06:00,2470,177,303,Customer,,
2014-07-31 22:53:00,2014-07-31 23:10:00,176,59,90,Customer,,
2014-07-31 22:52:00,2014-07-31 23:21:00,1406,289,239,Subscriber,Female,1972.0
2014-07-31 22:53:00,2014-07-31 23:05:00,1642,17,222,Subscriber,Male,1973.0
2014-07-31 22:53:00,2014-07-31 23:05:00,1351,212,27,Subscriber,Male,1977.0
2014-07-31 22:53:00,2014-07-31 23:12:00,1317,177,177,Customer,,
2014-07-31 22:53:00,2014-07-31 23:03:00,1401,150,150,Customer,,
2014-07-31 22:53:00,2014-07-31 23:10:00,2607,141,153,Subscriber,Female,1977.0
2014-07-31 22:53:00,2014-07-31 23:09:00,1152,85,35,Subscriber,Female,1986.0
2014-07-31 22:52:00,2014-07-31 23:10:00,942,59,90,Customer,,
2014-07-31 22:52:00,2014-07-31 22:53:00,99,312,312,Subscriber,Male,1982.0
2014-07-31 22:52:00,2014-07-31 22:57:00,2965,61,213,Customer,,
2014-07-31 22:52:00,2014-07-31 22:55:00,1013,149,148,Subscriber,Male,1993.0
2014-07-31 22:52:00,2014-07-31 22:57:00,706,61,213,Customer,,
2014-07-31 22:52:00,2014-07-31 23:01:00,2892,17,186,Customer,,
2014-07-31 22:51:00,2014-07-31 23:03:00,1929,300,293,Customer,,
2014-07-31 22:50:00,2014-07-31 22:59:00,696,303,312,Subscriber,Male,1961.0
2014-07-31 22:50:00,2014-07-31 22:58:00,1820,300,232,Subscriber,Female,1985.0
2014-07-31 22:47:00,2014-07-31 22:50:00,2864,67,343,Subscriber,Male,1987.0
2014-07-31 22:50:00,2014-07-31 23:18:00,1644,44,290,Subscriber,Male,1986.0
2014-07-31 22:50:00,2014-07-31 23:06:00,2846,126,319,Customer,,
2014-07-31 22:50:00,2014-07-31 22:58:00,1671,33,174,Customer,,
2014-07-31 22:49:00,2014-07-31 23:11:00,897,302,176,Customer,,
2014-07-31 22:49:00,2014-07-31 23:11:00,467,302,176,Subscriber,Male,1978.0
2014-07-31 22:49:00,2014-07-31 23:10:00,2215,69,257,Customer,,
2014-07-31 22:48:00,2014-07-31 22:57:00,9,165,256,Subscriber,Female,1989.0
2014-07-31 22:48:00,2014-07-31 23:03:00,2408,59,26,Subscriber,Male,1984.0
2014-07-31 22:48:00,2014-07-31 23:02:00,1547,177,165,Subscriber,Male,1985.0
2014-07-31 22:48:00,2014-07-31 22:53:00,1535,115,300,Subscriber,Male,1991.0
2014-07-31 22:48:00,2014-07-31 22:54:00,2798,162,258,Subscriber,Male,1969.0
2014-07-31 22:47:00,2014-07-31 23:00:00,82,110,126,Subscriber,Male,1982.0
2014-07-31 22:47:00,2014-07-31 23:10:00,1977,69,257,Customer,,
2014-07-31 22:46:00,2014-07-31 22:57:00,669,330,240,Customer,,
2014-07-31 22:46:00,2014-07-31 22:51:00,555,289,301,Subscriber,Male,1988.0
2014-07-31 22:41:00,2014-07-31 22:46:00,1422,234,246,Subscriber,Male,1983.0
2014-07-31 22:46:00,2014-07-31 23:02:00,2049,150,267,Subscriber,Male,1977.0
2014-07-31 22:46:00,2014-07-31 22:50:00,2935,114,240,Subscriber,Male,1988.0
2014-07-31 22:46:00,2014-07-31 23:08:00,883,228,249,Subscriber,Male,1979.0
2014-07-31 22:46:00,2014-07-31 23:06:00,1217,176,333,Subscriber,Male,1989.0
2014-07-31 22:45:00,2014-07-31 23:15:00,2201,55,174,Subscriber,Male,1906.0
2014-07-31 22:45:00,2014-07-31 23:00:00,2605,340,301,Subscriber,Female,1961.0
2014-07-31 22:45:00,2014-07-31 23:06:00,1661,176,16,Subscriber,Female,1991.0
2014-07-31 22:45:00,2014-07-31 23:06:00,1685,176,333,Subscriber,Male,1993.0
2014-07-31 22:45:00,2014-07-31 22:51:00,241,289,143,Subscriber,Male,1988.0
2014-07-31 22:45:00,2014-07-31 23:22:00,233,176,260,Subscriber,Male,1991.0
2014-07-31 22:45:00,2014-07-31 23:08:00,1428,176,210,Subscriber,Male,1992.0
2014-07-31 22:45:00,2014-07-31 23:03:00,1813,340,176,Subscriber,Male,1964.0
2014-07-31 22:45:00,2014-07-31 22:57:00,2541,287,173,Subscriber,Male,1990.0
2014-07-31 22:45:00,2014-07-31 23:00:00,70,28,230,Subscriber,Female,1983.0
2014-07-31 22:45:00,2014-07-31 22:51:00,907,241,320,Subscriber,Male,1969.0
2014-07-31 22:44:00,2014-07-31 22:46:00,2881,68,75,Subscriber,Male,1952.0
2014-07-31 22:44:00,2014-07-31 23:00:00,641,340,301,Customer,,
2014-07-31 22:44:00,2014-07-31 23:07:00,2556,307,268,Customer,,
2014-07-31 22:44:00,2014-07-31 23:07:00,2739,307,268,Customer,,
2014-07-31 22:44:00,2014-07-31 22:56:00,3013,220,254,Subscriber,Male,1986.0
2014-07-31 22:44:00,2014-07-31 22:58:00,524,255,175,Subscriber,Male,1982.0
2014-07-31 22:43:00,2014-07-31 22:51:00,99,299,312,Subscriber,Male,1982.0
2014-07-31 22:43:00,2014-07-31 22:57:00,1868,220,254,Customer,,
2014-07-31 22:41:00,2014-07-31 23:01:00,351,268,113,Subscriber,Male,1985.0
2014-07-31 22:43:00,2014-07-31 23:03:00,1670,85,47,Customer,,
